userid,rating,itemtype,age,gender,occupation,zipcode,timestamp
311,4,Document,32,M,technician,73071,884364268
311,2,Document,32,M,technician,73071,884365140
311,5,Document,32,M,technician,73071,884365251
311,3,Menu,32,M,technician,73071,884364437
311,4,Menu,32,M,technician,73071,884364845
311,2,Menu,32,M,technician,73071,884366617
311,5,Menu,32,M,technician,73071,884364569
312,3,Layout,48,M,other,2110,891698793
312,4,Layout,48,M,other,2110,891699702
312,5,Layout,48,M,other,2110,891698987
312,5,Adventure,48,M,other,2110,891698921
312,3,Adventure,48,M,other,2110,891699345
312,4,Adventure,48,M,other,2110,891698254
312,5,Button,48,M,other,2110,891699010
312,4,Button,48,M,other,2110,891698174
312,4,Search,48,M,other,2110,891699426
312,2,Search,48,M,other,2110,891699491
312,5,Search,48,M,other,2110,891698726
312,3,Search,48,M,other,2110,891699182
312,4,Contact,48,M,other,2110,891699455
312,3,Contact,48,M,other,2110,891699121
312,1,Contact,48,M,other,2110,891698516
312,5,Contact,48,M,other,2110,891698454
312,5,Question,48,M,other,2110,891699538
312,3,Question,48,M,other,2110,891698764
312,2,Question,48,M,other,2110,891698951
312,4,Question,48,M,other,2110,891699263
312,5,Color,48,M,other,2110,891698793
312,3,Color,48,M,other,2110,891699568
312,4,Color,48,M,other,2110,891699295
312,5,Header,48,M,other,2110,891699345
312,3,Header,48,M,other,2110,891699263
312,4,Report,48,M,other,2110,891698613
312,5,Report,48,M,other,2110,891698365
312,3,Report,48,M,other,2110,891698224
312,3,Home,48,M,other,2110,891699626
312,5,Home,48,M,other,2110,891698764
312,4,Home,48,M,other,2110,891698365
312,3,Content,48,M,other,2110,891698951
312,5,Content,48,M,other,2110,891698254
312,2,Content,48,M,other,2110,891698832
312,4,Content,48,M,other,2110,891699568
312,1,Content,48,M,other,2110,891698696
312,5,Link,48,M,other,2110,891698695
312,4,Link,48,M,other,2110,891698334
312,3,Link,48,M,other,2110,891699626
312,5,Space,48,M,other,2110,891699655
312,3,Space,48,M,other,2110,891698174
312,1,Space,48,M,other,2110,891698987
312,5,unknown,48,M,other,2110,891698664
312,3,unknown,48,M,other,2110,891699040
312,2,unknown,48,M,other,2110,891698485
312,3,Animation,48,M,other,2110,891698832
312,5,Animation,48,M,other,2110,891699182
312,4,Animation,48,M,other,2110,891698951
312,5,Form,48,M,other,2110,891699455
312,3,Form,48,M,other,2110,891698726
312,4,Form,48,M,other,2110,891698893
312,4,Photo,48,M,other,2110,891699121
312,5,Photo,48,M,other,2110,891699182
312,4,Document,48,M,other,2110,891698832
312,3,Document,48,M,other,2110,891699263
312,5,Document,48,M,other,2110,891698696
312,5,Menu,48,M,other,2110,891699491
312,4,Menu,48,M,other,2110,891698254
312,3,Menu,48,M,other,2110,891698334
313,4,Layout,41,M,marketing,60035,891013742
313,3,Layout,41,M,marketing,60035,891031747
313,5,Layout,41,M,marketing,60035,891013652
313,2,Layout,41,M,marketing,60035,891028472
313,3,Adventure,41,M,marketing,60035,891015049
313,5,Adventure,41,M,marketing,60035,891014782
313,2,Adventure,41,M,marketing,60035,891030334
313,4,Adventure,41,M,marketing,60035,891016193
313,3,Button,41,M,marketing,60035,891030096
313,5,Button,41,M,marketing,60035,891014898
313,2,Button,41,M,marketing,60035,891016757
313,1,Button,41,M,marketing,60035,891015049
313,4,Button,41,M,marketing,60035,891015319
313,3,Search,41,M,marketing,60035,891015387
313,4,Search,41,M,marketing,60035,891014335
313,2,Search,41,M,marketing,60035,891016280
313,5,Search,41,M,marketing,60035,891013829
313,4,Contact,41,M,marketing,60035,891031125
313,5,Contact,41,M,marketing,60035,891013681
313,3,Contact,41,M,marketing,60035,891017372
313,5,Question,41,M,marketing,60035,891013620
313,3,Question,41,M,marketing,60035,891017708
313,4,Question,41,M,marketing,60035,891028197
313,3,Color,41,M,marketing,60035,891030367
313,5,Color,41,M,marketing,60035,891016193
313,4,Color,41,M,marketing,60035,891013887
313,2,Color,41,M,marketing,60035,891016962
313,3,Header,41,M,marketing,60035,891013589
313,4,Header,41,M,marketing,60035,891030261
313,5,Header,41,M,marketing,60035,891015012
313,2,Header,41,M,marketing,60035,891028426
313,4,Report,41,M,marketing,60035,891013742
313,3,Report,41,M,marketing,60035,891016583
313,2,Report,41,M,marketing,60035,891028360
313,5,Report,41,M,marketing,60035,891015144
313,5,Home,41,M,marketing,60035,891014474
313,3,Home,41,M,marketing,60035,891031747
313,2,Home,41,M,marketing,60035,891028323
313,4,Home,41,M,marketing,60035,891015296
313,3,Content,41,M,marketing,60035,891030792
313,4,Content,41,M,marketing,60035,891016354
313,2,Content,41,M,marketing,60035,891016540
313,5,Content,41,M,marketing,60035,891016193
313,1,Content,41,M,marketing,60035,891014982
313,4,Link,41,M,marketing,60035,891012907
313,3,Link,41,M,marketing,60035,891030228
313,5,Link,41,M,marketing,60035,891013652
313,2,Link,41,M,marketing,60035,891031979
313,4,Space,41,M,marketing,60035,891015144
313,3,Space,41,M,marketing,60035,891014956
313,5,Space,41,M,marketing,60035,891014524
313,2,Space,41,M,marketing,60035,891016757
313,4,unknown,41,M,marketing,60035,891017585
313,3,unknown,41,M,marketing,60035,891016878
313,5,unknown,41,M,marketing,60035,891014956
313,3,Animation,41,M,marketing,60035,891028472
313,5,Animation,41,M,marketing,60035,891013436
313,4,Animation,41,M,marketing,60035,891014000
313,2,Animation,41,M,marketing,60035,891016757
313,4,Form,41,M,marketing,60035,891014782
313,3,Form,41,M,marketing,60035,891017270
313,2,Form,41,M,marketing,60035,891030334
313,1,Form,41,M,marketing,60035,891029117
313,5,Form,41,M,marketing,60035,891014401
313,3,Photo,41,M,marketing,60035,891014870
313,2,Photo,41,M,marketing,60035,891016622
313,4,Photo,41,M,marketing,60035,891015486
313,5,Photo,41,M,marketing,60035,891013859
313,3,Document,41,M,marketing,60035,891030189
313,1,Document,41,M,marketing,60035,891017319
313,5,Document,41,M,marketing,60035,891013742
313,4,Document,41,M,marketing,60035,891016193
313,4,Menu,41,M,marketing,60035,891014401
313,5,Menu,41,M,marketing,60035,891013681
313,3,Menu,41,M,marketing,60035,891028426
313,1,Menu,41,M,marketing,60035,891030027
314,5,Layout,20,F,student,8043,877889861
314,3,Layout,20,F,student,8043,877887356
314,1,Layout,20,F,student,8043,877886221
314,4,Layout,20,F,student,8043,877886483
314,2,Layout,20,F,student,8043,877891518
314,3,Adventure,20,F,student,8043,877886375
314,4,Adventure,20,F,student,8043,877886443
314,1,Adventure,20,F,student,8043,877886443
314,2,Adventure,20,F,student,8043,877888117
314,5,Adventure,20,F,student,8043,877885836
314,3,Button,20,F,student,8043,877888892
314,1,Button,20,F,student,8043,877886944
314,5,Button,20,F,student,8043,877887763
314,4,Button,20,F,student,8043,877889204
314,2,Button,20,F,student,8043,877890611
314,5,Search,20,F,student,8043,877886317
314,4,Search,20,F,student,8043,877887316
314,2,Search,20,F,student,8043,877891638
314,3,Contact,20,F,student,8043,877889480
314,1,Contact,20,F,student,8043,877886221
314,5,Contact,20,F,student,8043,877886279
314,4,Contact,20,F,student,8043,877886584
314,5,Question,20,F,student,8043,877888855
314,1,Question,20,F,student,8043,877890531
314,3,Question,20,F,student,8043,877888117
314,4,Question,20,F,student,8043,877889133
314,2,Question,20,F,student,8043,877891681
314,3,Color,20,F,student,8043,877886788
314,1,Color,20,F,student,8043,877887065
314,4,Color,20,F,student,8043,877887065
314,5,Color,20,F,student,8043,877891490
314,2,Color,20,F,student,8043,877889927
314,5,Header,20,F,student,8043,877886862
314,3,Header,20,F,student,8043,877890982
314,2,Header,20,F,student,8043,877887388
314,4,Header,20,F,student,8043,877889205
314,3,Report,20,F,student,8043,877886816
314,5,Report,20,F,student,8043,877892293
314,4,Report,20,F,student,8043,877888391
314,3,Home,20,F,student,8043,877892017
314,4,Home,20,F,student,8043,877888758
314,2,Home,20,F,student,8043,877891603
314,5,Home,20,F,student,8043,877887802
314,4,Content,20,F,student,8043,877888855
314,1,Content,20,F,student,8043,877887568
314,3,Content,20,F,student,8043,877890463
314,5,Content,20,F,student,8043,877888480
314,5,Link,20,F,student,8043,877888527
314,3,Link,20,F,student,8043,877887642
314,1,Link,20,F,student,8043,877891426
314,4,Link,20,F,student,8043,877888952
314,2,Link,20,F,student,8043,877889770
314,3,Space,20,F,student,8043,877889275
314,4,Space,20,F,student,8043,877890960
314,5,Space,20,F,student,8043,877886706
314,2,Space,20,F,student,8043,877886584
314,1,Space,20,F,student,8043,877887065
314,5,unknown,20,F,student,8043,877889994
314,3,unknown,20,F,student,8043,877889359
314,1,unknown,20,F,student,8043,877891089
314,4,unknown,20,F,student,8043,877888996
314,2,unknown,20,F,student,8043,877892244
314,3,Animation,20,F,student,8043,877886375
314,1,Animation,20,F,student,8043,877887356
314,4,Animation,20,F,student,8043,877891603
314,2,Animation,20,F,student,8043,877892566
314,3,Form,20,F,student,8043,877886971
314,1,Form,20,F,student,8043,877886413
314,5,Form,20,F,student,8043,877890234
314,4,Form,20,F,student,8043,877887002
314,3,Photo,20,F,student,8043,877887356
314,5,Photo,20,F,student,8043,877886888
314,1,Photo,20,F,student,8043,877888212
314,2,Photo,20,F,student,8043,877886971
314,4,Photo,20,F,student,8043,877892214
314,3,Document,20,F,student,8043,877886317
314,4,Document,20,F,student,8043,877886375
314,5,Document,20,F,student,8043,877888723
314,5,Menu,20,F,student,8043,877888527
314,3,Menu,20,F,student,8043,877890769
314,4,Menu,20,F,student,8043,877886584
314,2,Menu,20,F,student,8043,877888758
315,1,Layout,31,M,educator,18301,879821003
315,4,Layout,31,M,educator,18301,881017170
315,5,Layout,31,M,educator,18301,879799301
315,4,Adventure,31,M,educator,18301,879821003
315,5,Adventure,31,M,educator,18301,879821158
315,4,Button,31,M,educator,18301,879799526
315,5,Search,31,M,educator,18301,881017419
315,4,Search,31,M,educator,18301,879799526
315,3,Search,31,M,educator,18301,879799302
315,5,Contact,31,M,educator,18301,879821003
315,3,Contact,31,M,educator,18301,879799546
315,4,Contact,31,M,educator,18301,879799457
315,5,Question,31,M,educator,18301,879799423
315,3,Question,31,M,educator,18301,879821194
315,4,Question,31,M,educator,18301,879821158
315,2,Question,31,M,educator,18301,879821300
315,4,Color,31,M,educator,18301,879799526
315,5,Color,31,M,educator,18301,879821193
315,3,Color,31,M,educator,18301,879820961
315,4,Header,31,M,educator,18301,879799423
315,2,Header,31,M,educator,18301,879799327
315,4,Report,31,M,educator,18301,879799583
315,5,Report,31,M,educator,18301,879821193
315,5,Home,31,M,educator,18301,879799301
315,3,Home,31,M,educator,18301,879821349
315,4,Home,31,M,educator,18301,879821349
315,5,Content,31,M,educator,18301,879821037
315,4,Content,31,M,educator,18301,879799302
315,4,Link,31,M,educator,18301,879821065
315,5,Link,31,M,educator,18301,879821267
315,3,Space,31,M,educator,18301,879821158
315,4,Space,31,M,educator,18301,879821299
315,4,unknown,31,M,educator,18301,879821036
315,5,unknown,31,M,educator,18301,879821299
315,3,Animation,31,M,educator,18301,879821349
315,4,Animation,31,M,educator,18301,879821158
315,5,Animation,31,M,educator,18301,879821120
315,3,Form,31,M,educator,18301,879821193
315,1,Form,31,M,educator,18301,879821349
315,4,Form,31,M,educator,18301,879799526
315,5,Form,31,M,educator,18301,879821003
315,4,Photo,31,M,educator,18301,879821349
315,3,Photo,31,M,educator,18301,879821300
315,5,Photo,31,M,educator,18301,879821194
315,3,Document,31,M,educator,18301,879821349
315,2,Document,31,M,educator,18301,879821300
315,4,Document,31,M,educator,18301,879799526
315,5,Menu,31,M,educator,18301,879821267
315,4,Menu,31,M,educator,18301,879799457
316,5,Layout,43,F,other,77009,880854049
316,2,Layout,43,F,other,77009,880854337
316,4,Adventure,43,F,other,77009,880853072
316,1,Adventure,43,F,other,77009,880854267
316,5,Adventure,43,F,other,77009,880854142
316,4,Button,43,F,other,77009,880853774
316,5,Button,43,F,other,77009,880853704
316,3,Button,43,F,other,77009,880853598
316,3,Search,43,F,other,77009,880854267
316,4,Search,43,F,other,77009,880853953
316,1,Search,43,F,other,77009,880854197
316,5,Search,43,F,other,77009,880853038
316,5,Contact,43,F,other,77009,880854227
316,4,Contact,43,F,other,77009,880854083
316,1,Question,43,F,other,77009,880853310
316,4,Question,43,F,other,77009,880854337
316,5,Question,43,F,other,77009,880853881
316,2,Question,43,F,other,77009,880853548
316,3,Question,43,F,other,77009,880853704
316,4,Color,43,F,other,77009,880853775
316,2,Color,43,F,other,77009,880854083
316,5,Color,43,F,other,77009,880854395
316,2,Header,43,F,other,77009,880853548
316,3,Header,43,F,other,77009,880853599
316,4,Report,43,F,other,77009,880853485
316,5,Report,43,F,other,77009,880853516
316,2,Report,43,F,other,77009,880853219
316,1,Home,43,F,other,77009,880854539
316,4,Home,43,F,other,77009,880853849
316,5,Home,43,F,other,77009,880853743
316,4,Content,43,F,other,77009,880853810
316,5,Content,43,F,other,77009,880853704
316,1,Content,43,F,other,77009,880853992
316,3,Content,43,F,other,77009,880854395
316,4,Link,43,F,other,77009,880854049
316,5,Space,43,F,other,77009,880854022
316,1,unknown,43,F,other,77009,880853152
316,5,unknown,43,F,other,77009,880853774
316,3,unknown,43,F,other,77009,880853193
316,1,Animation,43,F,other,77009,880854473
316,4,Animation,43,F,other,77009,880854472
316,3,Animation,43,F,other,77009,880853516
316,2,Animation,43,F,other,77009,880854267
316,2,Form,43,F,other,77009,880853849
316,3,Form,43,F,other,77009,880854472
316,3,Photo,43,F,other,77009,880853881
316,1,Photo,43,F,other,77009,880853654
316,5,Photo,43,F,other,77009,880854539
316,4,Document,43,F,other,77009,880853953
316,5,Document,43,F,other,77009,880854267
316,3,Document,43,F,other,77009,880854337
316,5,Menu,43,F,other,77009,880853516
316,1,Menu,43,F,other,77009,880854472
316,2,Menu,43,F,other,77009,880853548
316,4,Menu,43,F,other,77009,880853849
317,4,Layout,22,M,administrator,13210,891446843
317,3,Adventure,22,M,administrator,13210,891446371
317,3,Button,22,M,administrator,13210,891446819
317,4,Button,22,M,administrator,13210,891446208
317,3,Contact,22,M,administrator,13210,891446575
317,4,Contact,22,M,administrator,13210,891446438
317,2,Question,22,M,administrator,13210,891446887
317,4,Question,22,M,administrator,13210,891446887
317,5,Color,22,M,administrator,13210,891446819
317,4,Color,22,M,administrator,13210,891446190
317,4,Home,22,M,administrator,13210,891446190
317,3,Home,22,M,administrator,13210,891446438
317,2,Content,22,M,administrator,13210,891446412
317,3,Content,22,M,administrator,13210,891446783
317,4,Link,22,M,administrator,13210,891446313
317,2,unknown,22,M,administrator,13210,891446819
317,4,Photo,22,M,administrator,13210,891446251
317,5,Document,22,M,administrator,13210,891446843
317,4,Menu,22,M,administrator,13210,891446371
318,5,Layout,65,M,retired,6518,884496069
318,3,Layout,65,M,retired,6518,884494938
318,4,Layout,65,M,retired,6518,884470115
318,4,Adventure,65,M,retired,6518,884497882
318,5,Adventure,65,M,retired,6518,884496525
318,3,Adventure,65,M,retired,6518,884498292
318,2,Button,65,M,retired,6518,884495032
318,4,Button,65,M,retired,6518,884496368
318,5,Button,65,M,retired,6518,884494712
318,3,Button,65,M,retired,6518,884496738
318,5,Search,65,M,retired,6518,884494976
318,1,Search,65,M,retired,6518,884497318
318,4,Search,65,M,retired,6518,884496069
318,3,Search,65,M,retired,6518,884470681
318,2,Search,65,M,retired,6518,884496524
318,4,Contact,65,M,retired,6518,884495132
318,5,Contact,65,M,retired,6518,884496398
318,3,Contact,65,M,retired,6518,884496639
318,2,Contact,65,M,retired,6518,884497924
318,4,Question,65,M,retired,6518,884495868
318,5,Question,65,M,retired,6518,884496368
318,2,Question,65,M,retired,6518,884496218
318,3,Color,65,M,retired,6518,884497031
318,4,Color,65,M,retired,6518,884470193
318,2,Color,65,M,retired,6518,884498022
318,4,Header,65,M,retired,6518,884470775
318,2,Header,65,M,retired,6518,884498766
318,1,Header,65,M,retired,6518,884498684
318,4,Report,65,M,retired,6518,884497031
318,2,Report,65,M,retired,6518,884496759
318,5,Report,65,M,retired,6518,884495590
318,3,Report,65,M,retired,6518,884496069
318,4,Home,65,M,retired,6518,884470149
318,3,Home,65,M,retired,6518,884470681
318,5,Home,65,M,retired,6518,884469970
318,4,Content,65,M,retired,6518,884495664
318,3,Content,65,M,retired,6518,884495973
318,4,Link,65,M,retired,6518,884496069
318,5,Link,65,M,retired,6518,884498292
318,3,Link,65,M,retired,6518,884496334
318,5,Space,65,M,retired,6518,884495696
318,4,Space,65,M,retired,6518,884498210
318,3,Space,65,M,retired,6518,884497257
318,4,unknown,65,M,retired,6518,884470944
318,4,Animation,65,M,retired,6518,884496156
318,5,Animation,65,M,retired,6518,884498709
318,2,Animation,65,M,retired,6518,884495742
318,3,Animation,65,M,retired,6518,884496932
318,5,Form,65,M,retired,6518,884496267
318,1,Form,65,M,retired,6518,884495164
318,3,Form,65,M,retired,6518,884496984
318,2,Form,65,M,retired,6518,884496099
318,4,Form,65,M,retired,6518,884497715
318,4,Photo,65,M,retired,6518,884496367
318,5,Photo,65,M,retired,6518,884496572
318,2,Photo,65,M,retired,6518,884495696
318,1,Document,65,M,retired,6518,884495052
318,5,Document,65,M,retired,6518,884497471
318,2,Document,65,M,retired,6518,884494919
318,4,Document,65,M,retired,6518,884495590
318,4,Menu,65,M,retired,6518,884497546
318,5,Menu,65,M,retired,6518,884496596
318,3,Menu,65,M,retired,6518,884498461
319,4,Layout,38,M,programmer,22030,876280242
319,3,Layout,38,M,programmer,22030,879977089
319,4,Adventure,38,M,programmer,22030,889816026
319,4,Button,38,M,programmer,22030,876280289
319,5,Button,38,M,programmer,22030,889816026
319,3,Button,38,M,programmer,22030,889816107
319,4,Search,38,M,programmer,22030,875707690
319,5,Contact,38,M,programmer,22030,876280338
319,3,Contact,38,M,programmer,22030,881355802
319,3,Color,38,M,programmer,22030,889816233
319,3,Header,38,M,programmer,22030,889816233
319,4,Header,38,M,programmer,22030,875707721
319,3,Report,38,M,programmer,22030,889816026
319,4,Home,38,M,programmer,22030,879975504
319,3,Home,38,M,programmer,22030,875707746
319,2,Link,38,M,programmer,22030,879977242
319,4,Animation,38,M,programmer,22030,889816332
319,3,Form,38,M,programmer,22030,889816136
319,4,Form,38,M,programmer,22030,875707746
319,2,Photo,38,M,programmer,22030,889816172
319,3,Menu,38,M,programmer,22030,889816267
320,4,Layout,19,M,student,24060,884750992
320,2,Layout,19,M,student,24060,884748230
320,5,Layout,19,M,student,24060,884751190
320,3,Adventure,19,M,student,24060,884751316
320,4,Adventure,19,M,student,24060,884749281
320,5,Adventure,19,M,student,24060,884750946
320,4,Button,19,M,student,24060,884751034
320,3,Button,19,M,student,24060,884751288
320,4,Search,19,M,student,24060,884748800
320,3,Search,19,M,student,24060,884748604
320,5,Search,19,M,student,24060,884750644
320,3,Contact,19,M,student,24060,884748641
320,4,Contact,19,M,student,24060,884749255
320,2,Contact,19,M,student,24060,884749532
320,5,Contact,19,M,student,24060,884749255
320,5,Question,19,M,student,24060,884749327
320,1,Question,19,M,student,24060,884750992
320,4,Question,19,M,student,24060,884751316
320,3,Question,19,M,student,24060,884748418
320,3,Color,19,M,student,24060,884748774
320,4,Color,19,M,student,24060,884751462
320,4,Header,19,M,student,24060,884748485
320,1,Header,19,M,student,24060,884748904
320,3,Header,19,M,student,24060,884749412
320,5,Header,19,M,student,24060,884749306
320,3,Report,19,M,student,24060,884749306
320,4,Report,19,M,student,24060,884751440
320,1,Report,19,M,student,24060,884748868
320,5,Report,19,M,student,24060,884750574
320,4,Home,19,M,student,24060,884751288
320,2,Home,19,M,student,24060,884749411
320,5,Home,19,M,student,24060,884749452
320,1,Content,19,M,student,24060,884749097
320,4,Content,19,M,student,24060,884748818
320,3,Content,19,M,student,24060,884749172
320,5,Content,19,M,student,24060,884749384
320,3,Link,19,M,student,24060,884751084
320,4,Link,19,M,student,24060,884751730
320,5,Link,19,M,student,24060,884751462
320,5,Space,19,M,student,24060,884749327
320,4,Space,19,M,student,24060,884749255
320,3,Space,19,M,student,24060,884751316
320,3,unknown,19,M,student,24060,884749411
320,4,unknown,19,M,student,24060,884751288
320,4,Animation,19,M,student,24060,884748774
320,3,Animation,19,M,student,24060,884749411
320,5,Animation,19,M,student,24060,884749360
320,4,Form,19,M,student,24060,884749411
320,2,Form,19,M,student,24060,884748579
320,3,Form,19,M,student,24060,884751013
320,3,Photo,19,M,student,24060,884748886
320,4,Photo,19,M,student,24060,884751246
320,3,Document,19,M,student,24060,884751462
320,4,Document,19,M,student,24060,884748708
320,5,Document,19,M,student,24060,884748733
320,2,Document,19,M,student,24060,884749097
320,3,Menu,19,M,student,24060,884751439
320,4,Menu,19,M,student,24060,884751034
320,5,Menu,19,M,student,24060,884751263
321,2,Layout,49,F,educator,55413,879439537
321,5,Layout,49,F,educator,55413,879439860
321,4,Layout,49,F,educator,55413,879440954
321,3,Layout,49,F,educator,55413,879440244
321,3,Adventure,49,F,educator,55413,879438857
321,5,Adventure,49,F,educator,55413,879440109
321,2,Adventure,49,F,educator,55413,879441064
321,4,Adventure,49,F,educator,55413,879438607
321,4,Button,49,F,educator,55413,879440612
321,5,Button,49,F,educator,55413,879440244
321,4,Search,49,F,educator,55413,879439620
321,3,Search,49,F,educator,55413,879440423
321,3,Contact,49,F,educator,55413,879440393
321,4,Contact,49,F,educator,55413,879438882
321,3,Question,49,F,educator,55413,879438651
321,4,Question,49,F,educator,55413,879440980
321,5,Color,49,F,educator,55413,879439658
321,2,Color,49,F,educator,55413,879441201
321,4,Color,49,F,educator,55413,879440451
321,3,Color,49,F,educator,55413,879440746
321,5,Header,49,F,educator,55413,879438607
321,3,Header,49,F,educator,55413,879440746
321,4,Header,49,F,educator,55413,879440342
321,3,Report,49,F,educator,55413,879441225
321,5,Report,49,F,educator,55413,879441128
321,4,Report,49,F,educator,55413,879438607
321,5,Home,49,F,educator,55413,879439860
321,4,Home,49,F,educator,55413,879439926
321,3,Home,49,F,educator,55413,879441111
321,5,Content,49,F,educator,55413,879440342
321,4,Content,49,F,educator,55413,879438607
321,3,Content,49,F,educator,55413,879440660
321,4,Link,49,F,educator,55413,879439832
321,5,Link,49,F,educator,55413,879438651
321,3,Link,49,F,educator,55413,879439733
321,3,Space,49,F,educator,55413,879440954
321,4,Space,49,F,educator,55413,879439658
321,4,unknown,49,F,educator,55413,879440318
321,5,unknown,49,F,educator,55413,879440612
321,3,unknown,49,F,educator,55413,879439733
321,5,Animation,49,F,educator,55413,879440109
321,4,Animation,49,F,educator,55413,879440294
321,3,Animation,49,F,educator,55413,879439658
321,3,Form,49,F,educator,55413,879439621
321,4,Form,49,F,educator,55413,879439706
321,3,Photo,49,F,educator,55413,879439734
321,5,Photo,49,F,educator,55413,879438793
321,4,Photo,49,F,educator,55413,879438793
321,5,Document,49,F,educator,55413,879440109
321,3,Document,49,F,educator,55413,879440393
321,4,Document,49,F,educator,55413,879439763
321,5,Menu,49,F,educator,55413,879439812
321,3,Menu,49,F,educator,55413,879439763
321,4,Menu,49,F,educator,55413,879439537
322,3,Layout,20,M,student,50613,887314244
322,5,Layout,20,M,student,50613,887314417
322,4,Layout,20,M,student,50613,887314027
322,5,Adventure,20,M,student,50613,887313984
322,3,Adventure,20,M,student,50613,887313984
322,5,Button,20,M,student,50613,887314417
322,4,Button,20,M,student,50613,887314212
322,2,Search,20,M,student,50613,887314119
322,4,Search,20,M,student,50613,887314352
322,5,Contact,20,M,student,50613,887314244
322,5,Question,20,M,student,50613,887314417
322,3,Question,20,M,student,50613,887314185
322,4,Question,20,M,student,50613,887313801
322,5,Color,20,M,student,50613,887314416
322,4,Header,20,M,student,50613,887314073
322,3,Report,20,M,student,50613,887313611
322,5,Report,20,M,student,50613,887313850
322,4,Report,20,M,student,50613,887313850
322,3,Content,20,M,student,50613,887313611
322,5,Link,20,M,student,50613,887314418
322,5,Space,20,M,student,50613,887314417
322,4,Space,20,M,student,50613,887313698
322,3,unknown,20,M,student,50613,887314027
322,4,unknown,20,M,student,50613,887314185
322,4,Animation,20,M,student,50613,887313893
322,5,Form,20,M,student,50613,887314027
322,2,Form,20,M,student,50613,887313611
322,4,Form,20,M,student,50613,887313946
322,5,Photo,20,M,student,50613,887314418
322,4,Photo,20,M,student,50613,887313946
322,5,Document,20,M,student,50613,887314148
322,3,Document,20,M,student,50613,887313850
322,4,Document,20,M,student,50613,887314310
322,3,Menu,20,M,student,50613,887313892
322,5,Menu,20,M,student,50613,887314417
322,4,Menu,20,M,student,50613,887314280
323,4,Layout,21,M,student,19149,878739568
323,2,Layout,21,M,student,19149,878739084
323,3,Adventure,21,M,student,19149,878739488
323,4,Adventure,21,M,student,19149,878739488
323,2,Adventure,21,M,student,19149,878738949
323,5,Button,21,M,student,19149,878739857
323,4,Button,21,M,student,19149,878739953
323,3,Button,21,M,student,19149,878738865
323,5,Search,21,M,student,19149,878739988
323,4,Search,21,M,student,19149,878739878
323,3,Search,21,M,student,19149,878739029
323,5,Contact,21,M,student,19149,878739829
323,3,Contact,21,M,student,19149,878739029
323,4,Contact,21,M,student,19149,878739488
323,4,Question,21,M,student,19149,878739275
323,5,Question,21,M,student,19149,878739953
323,2,Question,21,M,student,19149,878738910
323,3,Question,21,M,student,19149,878739251
323,4,Color,21,M,student,19149,878739299
323,3,Header,21,M,student,19149,878739543
323,2,Report,21,M,student,19149,878738910
323,4,Report,21,M,student,19149,878738910
323,5,Report,21,M,student,19149,878739720
323,3,Report,21,M,student,19149,878739415
323,3,Home,21,M,student,19149,878739643
323,4,Home,21,M,student,19149,878739459
323,5,Home,21,M,student,19149,878739743
323,4,Content,21,M,student,19149,878739177
323,3,Content,21,M,student,19149,878738949
323,2,Content,21,M,student,19149,878738910
323,5,Content,21,M,student,19149,878739771
323,2,Link,21,M,student,19149,878738827
323,4,Link,21,M,student,19149,878739988
323,1,Link,21,M,student,19149,878738997
323,3,Link,21,M,student,19149,878739393
323,5,Space,21,M,student,19149,878740017
323,4,Space,21,M,student,19149,878738826
323,3,Space,21,M,student,19149,878739519
323,3,unknown,21,M,student,19149,878739543
323,5,Animation,21,M,student,19149,878739988
323,4,Form,21,M,student,19149,878739299
323,5,Form,21,M,student,19149,878739177
323,3,Form,21,M,student,19149,878739394
323,2,Form,21,M,student,19149,878739393
323,3,Photo,21,M,student,19149,878738997
323,5,Photo,21,M,student,19149,878739137
323,4,Photo,21,M,student,19149,878739459
323,2,Document,21,M,student,19149,878739355
323,5,Document,21,M,student,19149,878740017
323,4,Document,21,M,student,19149,878739355
323,3,Document,21,M,student,19149,878739618
323,4,Menu,21,M,student,19149,878739643
323,2,Menu,21,M,student,19149,878739519
323,3,Menu,21,M,student,19149,878739771
324,5,Layout,21,F,student,2176,880575045
324,4,Layout,21,F,student,2176,880575412
324,3,Layout,21,F,student,2176,880575002
324,4,Adventure,21,F,student,2176,880575619
324,4,Button,21,F,student,2176,880575531
324,5,Button,21,F,student,2176,880575449
324,3,Button,21,F,student,2176,880574766
324,5,Search,21,F,student,2176,880575493
324,3,Search,21,F,student,2176,880575163
324,4,Contact,21,F,student,2176,880575234
324,5,Question,21,F,student,2176,880575277
324,3,Question,21,F,student,2176,880575277
324,4,Question,21,F,student,2176,880575658
324,4,Color,21,F,student,2176,880574827
324,3,Color,21,F,student,2176,880575277
324,3,Header,21,F,student,2176,880574827
324,5,Header,21,F,student,2176,880575108
324,4,Report,21,F,student,2176,880575002
324,5,Report,21,F,student,2176,880575045
324,1,Home,21,F,student,2176,880575163
324,5,Home,21,F,student,2176,880575002
324,4,Home,21,F,student,2176,880575531
324,5,Content,21,F,student,2176,880575108
324,4,Content,21,F,student,2176,880575163
324,5,Link,21,F,student,2176,880575412
324,5,Space,21,F,student,2176,880575449
324,4,Space,21,F,student,2176,880575107
324,5,unknown,21,F,student,2176,880575449
324,4,unknown,21,F,student,2176,880575163
324,4,Animation,21,F,student,2176,880574901
